scientific_name,park_name,observations
Hypnum imponens,Great Smoky Mountains,87
Agrostis oregonensis,Yellowstone,300
Gallinago gallinago,Yellowstone,255
Carex raynoldsii,Yosemite,164
Microtus pinetorum,Yosemite,159
Poa fendleriana,Yosemite,172
Moxostoma macrolepidotum,Yosemite,146
Thaspium barbinode,Redwood,110
Hypericum graveolens,Yosemite,157
Hylotelephium telephium,Redwood,111
Viola porterana,Great Smoky Mountains,76
Acalypha rhomboidea,Yosemite,144
Hieracium scouleri,Redwood,110
Ictalurus furcatus,Redwood,104
Megaceryle alcyon,Great Smoky Mountains,70
Mertensia oblongifolia,Great Smoky Mountains,99
Carex praticola,Great Smoky Mountains,23
Prenanthes altissima,Great Smoky Mountains,81
Crataegus macrosperma,Yosemite,137
Carex atlantica,Yellowstone,249
Triteleia laxa,Yellowstone,290
Piranga ludoviciana,Yosemite,162
Dichanthelium longiligulatum,Great Smoky Mountains,76
Pylaisiella polyantha,Great Smoky Mountains,126
Philadelphus sharpianus,Yellowstone,241
Larus canus,Yellowstone,250
Mimulus layneae,Great Smoky Mountains,77
Carex debilis var. interjecta,Yosemite,129
Agrostis oregonensis,Great Smoky Mountains,74
Limnodromus scolopaceus,Redwood,85
Diadophis punctatus edwardsii,Great Smoky Mountains,61
Rhus copallina,Great Smoky Mountains,70
Symphoricarpos oreophilus var. utahensis,Yosemite,129
Charadrius vociferus,Yosemite,161
Scolochloa festucacea,Yellowstone,279
Eucephalus elegans,Redwood,102
Acer platanoides,Yellowstone,243
Aegolius acadicus,Yosemite,91
Lapsana communis,Yosemite,175
Adlumia fungosa,Redwood,69
Panicum capillare,Yellowstone,272
Grimmia laevigata,Yosemite,171
Prenanthes serpentaria,Redwood,108
Potentilla drummondii ssp. bruceae,Great Smoky Mountains,131
Eriogonum wrightii var. trachygonum,Redwood,101
Hieracium piloselloides,Yosemite,117
Vireo philadelphicus,Yosemite,152
Juncus macrandrus,Yellowstone,253
Clematis terniflora,Great Smoky Mountains,54
Juncus mexicanus,Redwood,67
Lonicera japonica,Redwood,103
Ceryle alcyon,Redwood,97
Juncus dubius,Yosemite,154
Ovis aries,Yosemite,126
Crataegus mollis,Yosemite,164
Triteleia hyacinthina,Redwood,84
Penstemon canescens,Yosemite,155
Amsinckia menziesii var. intermedia,Redwood,125
Urtica dioica var. procera,Yellowstone,220
Penstemon radicosus,Redwood,96
Solidago speciosa var. speciosa,Yosemite,119
Phragmites australis,Great Smoky Mountains,103
Rhexia mariana var. mariana,Great Smoky Mountains,87
Andropogon ternarius,Yellowstone,217
Dicranum scoparium,Great Smoky Mountains,82
Ameiurus natalis,Yosemite,156
Saxifraga occidentalis,Redwood,108
Festuca brachyphylla ssp. breviculmis,Great Smoky Mountains,65
Vaccinium fuscatum,Yellowstone,237
Fontinalis novae-angliae,Redwood,79
Poa arida,Great Smoky Mountains,36
Astragalus cibarius,Yosemite,153
Lepus americanus,Yellowstone,278
Galium parisiense,Redwood,145
Xanthocephalus xanthocephalus,Yellowstone,255
Chenopodium leptophyllum,Redwood,97
Helenium bigelovii,Yosemite,134
Ranunculus flammula,Yosemite,133
Stellaria alsine,Redwood,90
Monolepis nuttalliana,Great Smoky Mountains,116
Scincella lateralis,Yosemite,141
Erigeron glabellus var. glabellus,Yellowstone,277
Lonicera flava,Yellowstone,268
Lysimachia fraseri,Yosemite,142
Crepis capillaris,Redwood,116
Agrostis exarata,Yellowstone,241
Oenothera biennis,Great Smoky Mountains,65
Trichomanes boschianum,Yosemite,163
Pterospora andromedea,Yellowstone,262
Euonymus atropurpureus,Redwood,94
Quiscalus quiscula,Yellowstone,271
Chasmanthium laxum,Great Smoky Mountains,64
Lemna trisulca,Redwood,94
Regulus satrapa,Redwood,117
Utricularia ochroleuca,Yosemite,152
Potentilla anserina,Yosemite,142
Potamogeton diversifolius,Great Smoky Mountains,73
Gymnopogon ambiguus,Redwood,93
Epilobium latifolium,Great Smoky Mountains,73
Aralia racemosa,Redwood,120
Mimulus viscidus,Redwood,85
Lasiurus blossevillii,Yosemite,123
Ranunculus flammula var. reptans,Yosemite,168
Epilobium ciliatum,Great Smoky Mountains,79
Delphinium tricorne,Yellowstone,218
Sturnella magna,Great Smoky Mountains,59
Collinsia tinctoria,Redwood,78
Dodecatheon jeffreyi,Yellowstone,225
Dichanthelium acuminatum var. fasciculatum,Yellowstone,257
Hypericum hypericoides ssp. multicaule,Yellowstone,259
Polygonatum biflorum var. commutatum,Redwood,112
Bromus inermis var. pumpellianus,Great Smoky Mountains,43
Ranunculus eschscholtzii var. oxynotus,Yellowstone,263
Crataegus douglasii var. douglasii,Yellowstone,282
Cephalozia connivens,Yellowstone,230
Hydrangea cinerea,Yosemite,143
Phoxinus oreas,Yellowstone,252
Danthonia epilis,Yellowstone,266
Frasera caroliniensis,Great Smoky Mountains,62
Cryphaea nervosa,Redwood,90
Rhizomnium magnifolium,Great Smoky Mountains,37
Douglasia montana,Yellowstone,236
Tephrosia spicata,Great Smoky Mountains,74
Salix orestera,Redwood,61
Sisyrinchium montanum,Great Smoky Mountains,57
Eragrostis pilosa var. pilosa,Redwood,92
Rhus typhina,Yosemite,117
Trifolium incarnatum,Great Smoky Mountains,78
Chaenactis douglasii var. douglasii,Yellowstone,291
Satureja douglasii,Redwood,100
Heuchera rubescens var. glandulosa,Yellowstone,251
Downingia montana,Great Smoky Mountains,64
Diadophis punctatus,Great Smoky Mountains,49
Anomobryum filiforme,Redwood,116
Nuphar lutea ssp. polysepala,Redwood,93
Eriastrum sparsiflorum,Great Smoky Mountains,86
Juncus longistylis,Redwood,81
Thamnophis sirtalis fitchi,Redwood,114
Achnatherum nevadense,Yosemite,149
Phragmites australis,Yellowstone,227
Platanthera ciliaris,Great Smoky Mountains,52
Trautvetteria caroliniensis,Yellowstone,254
Cannabis sativa,Redwood,113
Hypericum anagalloides,Great Smoky Mountains,92
Platanthera sparsiflora,Yellowstone,236
Ranunculus parviflorus,Redwood,80
Cryptogramma cascadensis,Redwood,110
Hydrastis canadensis,Great Smoky Mountains,79
Equisetum hyemale ssp. affine,Yellowstone,266
Pectocarya pusilla,Yellowstone,260
Bartonia paniculata ssp. paniculata,Redwood,115
Tyto alba,Yellowstone,247
Angelica triquinata,Great Smoky Mountains,65
Pachysandra terminalis,Great Smoky Mountains,52
Anas americana,Yellowstone,224
Coronilla varia,Yosemite,152
Ptychomitrium incurvum,Great Smoky Mountains,59
Saxifraga odontoloma,Great Smoky Mountains,78
Claytonia virginica,Yellowstone,263
Rotala ramosior,Redwood,120
Saxifraga tolmiei,Yellowstone,254
Mahonia repens,Yosemite,188
Polioptila caerulea,Yellowstone,253
Dichanthelium longiligulatum,Yellowstone,220
Geum macrophyllum var. perincisum,Great Smoky Mountains,74
Eleocharis acicularis var. acicularis,Redwood,46
Goodyera pubescens,Yosemite,132
Ligusticum filicinum,Yellowstone,236
Mimulus layneae,Redwood,68
Marsilea vestita ssp. vestita,Yosemite,141
Sphagnum pylaesii,Yosemite,171
Melanerpes carolinus,Yellowstone,247
Lomatium congdonii,Yellowstone,217
Polygonum persicaria,Great Smoky Mountains,73
Physalis virginiana,Yosemite,150
Rorippa palustris ssp. palustris,Redwood,77
Corallorrhiza odontorhiza,Yosemite,139
Carex microptera,Yosemite,186
Desmodium canescens,Redwood,105
Dendroica virens,Great Smoky Mountains,72
Epilobium torreyi,Yellowstone,258
Thomomys bottae,Great Smoky Mountains,83
Moxostoma macrolepidotum,Redwood,81
Asarum canadense,Yosemite,140
Nyssa sylvatica,Yellowstone,264
Carex cephalophora,Yellowstone,260
Poa pratensis,Yosemite,158
Phalaris arundinacea,Yellowstone,250
Packera streptanthifolia,Redwood,114
Calochortus superbus,Yellowstone,272
Isopterygiopsis muelleriana,Yosemite,110
Capsella bursa-pastoris,Great Smoky Mountains,62
Castilleja linariifolia,Yosemite,129
Clarkia dudleyana,Yosemite,195
Melilotus officinalis,Yosemite,146
Nemophila parviflora var. austiniae,Redwood,113
Lophocolea appalachiana,Great Smoky Mountains,91
Ranunculus testiculatus,Redwood,97
Oenothera elata ssp. hirsutissima,Great Smoky Mountains,69
Calypogeja sphagnicola,Redwood,109
Calypogeja sphagnicola,Great Smoky Mountains,101
Juncus trifidus,Yosemite,185
Galium bifolium,Great Smoky Mountains,65
Ditrichum pusillum,Great Smoky Mountains,98
Myiarchus cinerascens,Yellowstone,260
Hulsea algida,Yellowstone,226
Cardamine californica var. californica,Redwood,117
Collinsia linearis,Yosemite,130
Carex debilis var. interjecta,Redwood,116
Myosurus apetalus var. borealis,Redwood,127
Cornus florida,Redwood,83
Ranunculus eschscholtzii var. eschscholtzii,Great Smoky Mountains,90
Vaccinium parvifolium,Great Smoky Mountains,89
Malaxis unifolia,Great Smoky Mountains,56
Protonotaria citrea,Great Smoky Mountains,32
Silene vulgaris,Great Smoky Mountains,36
Calochortus albus,Redwood,47
Phacelia ramosissima var. latifolia,Redwood,85
Packera cana,Yosemite,167
Sanicula trifoliata,Yellowstone,277
Bartonia virginica,Great Smoky Mountains,80
Phaeoceros laevis ssp. carolinianus,Redwood,100
Rhododendron arborescens,Yosemite,118
Goodyera oblongifolia,Great Smoky Mountains,46
Hypochaeris glabra,Redwood,101
Saxifraga nidifica var. nidifica,Yosemite,138
Gavia immer,Redwood,81
Eriogonum rosense,Yosemite,165
Cardamine breweri var. breweri,Yellowstone,236
Solanum americanum,Great Smoky Mountains,64
Pituophis melanoleucus melanoleucus,Great Smoky Mountains,73
Juncus uncialis,Yellowstone,234
Chaenactis douglasii var. douglasii,Redwood,143
Solidago speciosa var. rigidiuscula,Yellowstone,293
Myotis volans,Yosemite,145
Poa cusickii ssp. epilis,Redwood,139
Sericocarpus linifolius,Yellowstone,260
Microthlaspi perfoliatum,Yosemite,127
Chamaelirium luteum,Yellowstone,265
Galeopsis tetrahit,Yellowstone,222
Carex lenticularis var. impressa,Great Smoky Mountains,106
Plagiobothrys nothofulvus,Yosemite,157
Rosa woodsii,Yosemite,165
Dodecatheon alpinum,Redwood,99
Cerastium fontanum ssp. vulgare,Yosemite,185
Geranium columbinum,Redwood,112
Gilia leptalea ssp. bicolor,Great Smoky Mountains,55
Tamias amoenus,Yellowstone,251
Rhus copallina,Yosemite,124
Ribes lasianthum,Redwood,118
Draba lonchocarpa var. lonchocarpa,Redwood,88
Rana catesbeiana,Yosemite,146
Allium textile,Yosemite,181
Polygonatum biflorum,Great Smoky Mountains,70
Symphoricarpos mollis,Yosemite,112
Potamogeton foliosus var. foliosus,Redwood,89
Sialia currucoides,Yosemite,133
Dicranum polysetum,Yellowstone,272
Narthecium californicum,Great Smoky Mountains,55
Penstemon heterophyllus var. purdyi,Yellowstone,248
Arthraxon hispidus,Yellowstone,249
Senecio jacobaea,Yellowstone,248
Eumeces inexpectatus,Yosemite,141
Cyrto-hypnum pygmaeum,Great Smoky Mountains,88
Mimulus pulsiferae,Yellowstone,226
Bromus carinatus,Redwood,91
Monarda media,Yosemite,138
Porteranthus stipulatus,Yosemite,165
Isoetes nuttallii,Yellowstone,250
Phalaris arundinacea,Redwood,106
Megascops kennicottii,Redwood,96
Thalictrum clavatum,Great Smoky Mountains,18
Asplenium trichomanes ssp. trichomanes,Redwood,98
Bidens aristosa,Yellowstone,251
Cerastium fontanum ssp. vulgare,Redwood,92
Mimulus kelloggii,Yosemite,143
Pyrrhopappus carolinianus,Great Smoky Mountains,106
Phlox condensata,Redwood,80
Polytrichum commune,Yosemite,136
Potentilla norvegica,Redwood,117
Potamogeton natans,Yellowstone,238
Eriogonum prattenianum var. prattenianum,Yellowstone,253
Delphinium tricorne,Great Smoky Mountains,67
Dulichium arundinaceum,Great Smoky Mountains,72
Potamogeton pusillus var. tenuissimus,Great Smoky Mountains,101
Streptopelia decaocto,Great Smoky Mountains,110
Rosa bridgesii,Yellowstone,280
Crepis capillaris,Redwood,94
Vernonia noveboracensis,Yellowstone,269
Viola bakeri,Yosemite,134
Funaria hygrometrica,Yosemite,163
Spizella atrogularis,Great Smoky Mountains,87
Frasera speciosa,Redwood,72
Tanacetum vulgare,Yellowstone,242
Juncus macrandrus,Great Smoky Mountains,88
Trichostema lanceolatum,Yellowstone,262
Salix lasiolepis,Great Smoky Mountains,80
Silene drummondii var. drummondii,Yellowstone,237
Sanicula trifoliata,Yosemite,155
Quercus marilandica,Great Smoky Mountains,83
Lycopodium tristachyum,Great Smoky Mountains,90
Catostomus commersoni,Yellowstone,262
Pycnanthemum incanum,Great Smoky Mountains,70
Gallinago delicata,Redwood,78
Hypericum pseudomaculatum,Great Smoky Mountains,71
Minuartia californica,Yosemite,143
Senna hebecarpa,Yosemite,156
Eriophyllum lanatum var. croceum,Redwood,99
Clintonia borealis,Redwood,113
Antennaria parlinii ssp. fallax,Redwood,68
Townsendia leptotes,Yosemite,167
Gallinula chloropus,Yellowstone,274
Poa pratensis,Yosemite,135
Bromus ciliatus,Great Smoky Mountains,72
Juncus nodosus,Redwood,105
Panicum capillare,Great Smoky Mountains,58
Salix alba,Great Smoky Mountains,60
Gilia leptalea ssp. leptalea,Great Smoky Mountains,73
Campanula rotundifolia,Yellowstone,270
Amaranthus spinosus,Redwood,93
Heracleum lanatum,Yosemite,128
Salix eastwoodiae,Great Smoky Mountains,52
Schedonnardus paniculatus,Great Smoky Mountains,76
Sanicula graveolens,Yellowstone,257
Lindernia dubia,Great Smoky Mountains,45
Potentilla pensylvanica,Great Smoky Mountains,72
Sorex preblei,Yosemite,140
Ranunculus cymbalaria var. saximontanus,Yosemite,162
Tsuga mertensiana,Yosemite,156
Pinus contorta ssp. murrayana,Redwood,116
Cuphea viscosissima,Yellowstone,261
Aspidotis densa,Yellowstone,306
Eragrostis hirsuta,Redwood,101
Coscinodon cribrosus,Redwood,124
Pseudognaphalium stramineum,Redwood,148
Lemna valdiviana,Great Smoky Mountains,104
Liatris squarrulosa,Redwood,143
Pogonia ophioglossoides,Redwood,107
Delphinium tricorne,Redwood,124
Asarum canadense,Great Smoky Mountains,99
Fissidens bushii,Redwood,119
Triteleia lugens,Redwood,107
Sorex hoyi,Redwood,121
Angelica roseana,Redwood,109
Juncus drummondii,Yellowstone,259
Odocoileus virginianus,Yosemite,135
Lotus wrangelianus,Yellowstone,219
Symphyotrichum puniceum var. puniceum,Redwood,90
Vermivora pinus X chrysoptera,Redwood,89
Crataegus pinetorum,Great Smoky Mountains,77
Smelowskia calycina var. americana,Great Smoky Mountains,91
Thalictrum dioicum,Great Smoky Mountains,91
Pohlia wahlenbergii,Yellowstone,242
Rubus odoratus,Redwood,76
Juncus bufonius,Yosemite,100
Gayophytum eriospermum,Redwood,118
Carex tonsa var. rugosperma,Redwood,100
Piperia colemanii,Great Smoky Mountains,60
Juncus,Yosemite,155
Datisca glomerata,Redwood,90
Platydictya confervoides,Yosemite,172
Sorbus aucuparia,Great Smoky Mountains,89
Anastrophyllum saxicola,Redwood,86
Maianthemum racemosum ssp. racemosum,Yellowstone,256
Lychnis coronaria,Redwood,90
Amelanchier arborea,Great Smoky Mountains,63
Calidris minutilla,Redwood,85
Oxytropis lagopus var. lagopus,Redwood,117
Arundinaria gigantea ssp. gigantea,Redwood,84
Hedysarum alpinum var. americanum,Yosemite,122
Utricularia minor,Yosemite,146
Vireo flavifrons,Great Smoky Mountains,86
Chimaphila maculata,Yosemite,152
Rana luteiventris,Great Smoky Mountains,31
Myiarchus cinerascens,Great Smoky Mountains,54
Isoetes echinospora,Redwood,84
Eurycea lucifuga,Yosemite,159
Tympanuchus phasianellus,Yosemite,142
Malva nicaeensis,Yosemite,150
Cephalozia catenulata,Great Smoky Mountains,103
Lupinus latifolius,Redwood,129
Senecio serra var. serra,Yellowstone,260
Listera smallii,Redwood,135
Myosurus apetalus var. borealis,Yellowstone,268
Polygonum persicaria,Yellowstone,271
Perca flavescens,Yellowstone,248
Melanerpes carolinus,Yosemite,117
Lobelia puberula,Redwood,77
Acer saccharinum,Redwood,121
Centaurea cyanus,Great Smoky Mountains,72
Chenopodium botrys,Yellowstone,240
Pipilo maculatus,Yellowstone,245
Mnium stellare,Great Smoky Mountains,77
Oenothera fruticosa ssp. glauca,Yellowstone,244
Melilotus albus,Great Smoky Mountains,77
Erigeron ursinus,Redwood,126
Hepatica nobilis var. obtusa,Great Smoky Mountains,103
Pellaea glabella,Redwood,87
Carex flava,Yosemite,179
Carex blanda,Yosemite,138
Spea intermontana,Yellowstone,273
Carex brunnescens,Yosemite,95
Crataegus pruinosa,Yellowstone,248
Lepomis gibbosus,Yosemite,171
Ludwigia uruguayensis,Yellowstone,234
Carex luzulina var. ablata,Redwood,97
Eremocarpus setigerus,Redwood,99
Ludwigia palustris,Yosemite,155
Thalictrum fendleri,Great Smoky Mountains,70
Hieracium pilosella,Redwood,68
Thalictrum revolutum,Redwood,46
Choenomeles speciosa,Great Smoky Mountains,59
Juncus acuminatus,Redwood,69
Phoradendron leucarpum,Great Smoky Mountains,49
Najas flexilis,Yosemite,127
Eupatorium hyssopifolium,Redwood,132
Sorex dispar,Yellowstone,285
Erigeron gracilis,Redwood,118
Sphagnum compactum,Yosemite,113
Pinus ponderosa,Redwood,126
Bromus hordeaceus,Great Smoky Mountains,83
Cardellina pusilla,Great Smoky Mountains,62
Potentilla nivea,Great Smoky Mountains,75
Medicago lupulina,Great Smoky Mountains,114
Rotala ramosior,Great Smoky Mountains,45
Spiraea prunifolia,Redwood,105
Calystegia sepium,Yosemite,112
Juncus effusus var. exiguus,Redwood,91
Porzana carolina,Great Smoky Mountains,40
Dendroica caerulescens,Great Smoky Mountains,84
Arnica amplexicaulis,Great Smoky Mountains,50
Aegopodium podagraria,Redwood,112
Ageratina altissima,Yosemite,178
Geum aleppicum var. strictum,Redwood,71
Batrachoseps gregarius,Great Smoky Mountains,39
Cephalozia bicuspidata ssp. ambigua,Yosemite,156
Carex spectabilis,Great Smoky Mountains,86
Linanthus montanus,Redwood,101
Cornus sericea ssp. occidentalis,Yosemite,138
Sanicula marilandica,Redwood,110
Picea rubens,Great Smoky Mountains,87
Mimulus viscidus,Great Smoky Mountains,97
Rubus parviflorus,Yosemite,162
Lonicera utahensis,Yosemite,160
Convallaria majalis,Yosemite,141
Clematis dioica,Yosemite,140
Smallanthus uvedalius,Yellowstone,231
Symphyotrichum ascendens,Redwood,101
Epilobium ciliatum ssp. ciliatum,Yosemite,161
Cyperus echinatus,Great Smoky Mountains,97
Muhlenbergia frondosa,Great Smoky Mountains,69
Nuttallanthus canadensis,Yellowstone,277
Rhus aromatica var. trilobata,Redwood,143
Moxostoma erythrurum,Redwood,84
Podiceps auritus,Great Smoky Mountains,59
Polygonum hydropiper,Redwood,95
Bazzania tricrenata,Yosemite,144
Progne subis,Yellowstone,243
Ratibida columnifera,Yosemite,136
Spiraea splendens,Yellowstone,256
Chrysanthemum leucanthemum,Redwood,89
Anomodon minor,Great Smoky Mountains,65
Uvularia grandiflora,Yosemite,131
Scrophularia marilandica,Great Smoky Mountains,54
Pterigynandrum filiforme,Yellowstone,248
Ceanothus fresnensis,Yosemite,140
Parnassia grandifolia,Yosemite,133
Tringa semipalmata,Great Smoky Mountains,74
Certhia familiaris,Yellowstone,228
Silene rotundifolia,Yellowstone,244
Geum triflorum,Yosemite,170
Ivesia lycopodioides ssp. lycopodioides,Yellowstone,209
Trematodon longicollis,Yellowstone,240
Carex atlantica ssp. atlantica,Redwood,84
Asclepias incarnata ssp. pulchra,Yellowstone,233
Luzula spicata,Great Smoky Mountains,93
Crotalus oreganus oreganus,Yellowstone,249
Geranium bicknellii,Yosemite,141
Angelica lineariloba,Redwood,117
Polygonum caespitosum var. longisetum,Great Smoky Mountains,62
Robinia hispida var. hispida,Yellowstone,270
Agrostis rossiae,Redwood,107
Cryptantha humilis,Great Smoky Mountains,69
Digitaria ischaemum,Redwood,102
Deschampsia flexuosa,Redwood,115
Rauiella scita,Yosemite,154
Contia tenuis,Yosemite,152
Hulsea nana,Yosemite,170
Pseudotsuga menziesii var. glauca,Great Smoky Mountains,78
Antennaria dimorpha,Redwood,95
Streptanthus diversifolius,Great Smoky Mountains,58
Aureolaria virginica,Great Smoky Mountains,52
Caprimulgus vociferus,Yosemite,169
Nicotiana acuminata var. multiflora,Yellowstone,237
Toxicodendron diversilobum,Yosemite,173
Pohlia nutans,Great Smoky Mountains,76
Malva pusilla,Yellowstone,297
Cacalia atriplicifolia,Yellowstone,267
